brewery_id,X,count.x,abv,ibu,id,beer,style,ounces,style2,count.y,brewery,city.x,state.x,label,Name,city.y,state.y,Imputed_IBU
66,872,872,0.042,10,2522,Rye Wit,Witbier,12,NA,67,Freetail Brewing Company,San Antonio,TX,Rye Wit (Freetail Brewing Company),Mikerphone Brewing,Chicago, IL,10
66,873,873,0.059,70,2521,Soul Doubt,American IPA,12,American IPA,67,Freetail Brewing Company,San Antonio,TX,Soul Doubt (Freetail Brewing Company),Mikerphone Brewing,Chicago, IL,70
66,874,874,0.044,5,2520,Yo Soy Un Berliner,Berliner Weissbier,12,NA,67,Freetail Brewing Company,San Antonio,TX,Yo Soy Un Berliner (Freetail Brewing Company),Mikerphone Brewing,Chicago, IL,5
66,871,871,0.068,NA,2523,Original,American Amber / Red Ale,12,American Amber / Red Ale,67,Freetail Brewing Company,San Antonio,TX,Original (Freetail Brewing Company),Mikerphone Brewing,Chicago, IL,17
66,867,867,0.053,27,2527,OktoberFiesta,NA,12,NA,67,Freetail Brewing Company,San Antonio,TX,OktoberFiesta (Freetail Brewing Company),Mikerphone Brewing,Chicago, IL,27
67,42,42,0.059,NA,2517,Rod Bender Red,American Amber / Red Ale,12,American Amber / Red Ale,68,3 Daughters Brewing,St Petersburg,FL,Rod Bender Red (3 Daughters Brewing),Freetail Brewing Company,San Antonio, TX,23
67,41,41,0.05,NA,2518,Beach Blonde,American Blonde Ale,12,American Blonde Ale,68,3 Daughters Brewing,St Petersburg,FL,Beach Blonde (3 Daughters Brewing),Freetail Brewing Company,San Antonio, TX,40
67,40,40,0.07,82,2519,Bimini Twist,American IPA,12,American IPA,68,3 Daughters Brewing,St Petersburg,FL,Bimini Twist (3 Daughters Brewing),Freetail Brewing Company,San Antonio, TX,82
68,1694,1694,0.051,17,2516,Farmer's Daughter Blonde,American Blonde Ale,16,American Blonde Ale,69,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD,Farmer's Daughter Blonde (Red Shedman Farm Brewery and Hop...),3 Daughters Brewing,St Petersburg, FL,17
68,1695,1695,0.055,45,2515,Pump House IPA,American IPA,16,American IPA,69,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD,Pump House IPA (Red Shedman Farm Brewery and Hop...),3 Daughters Brewing,St Petersburg, FL,45
68,1696,1696,0.07,NA,2514,Suicide Blonde IPA,Belgian IPA,16,NA,69,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD,Suicide Blonde IPA (Red Shedman Farm Brewery and Hop...),3 Daughters Brewing,St Petersburg, FL,85
68,1697,1697,0.047,25,2513,Vanilla Porter,American Porter,16,NA,69,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD,Vanilla Porter (Red Shedman Farm Brewery and Hop...),3 Daughters Brewing,St Petersburg, FL,25
68,1698,1698,0.058,18,2512,Honey Rye,Rye Beer,16,NA,69,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD,Honey Rye (Red Shedman Farm Brewery and Hop...),3 Daughters Brewing,St Petersburg, FL,18
69,129,129,0.071,75,2511,Long Leaf,American IPA,16,American IPA,70,Appalachian Mountain Brewery,Boone,NC,Long Leaf (Appalachian Mountain Brewery),Red Shedman Farm Brewery and Hop...,Mt. Airy, MD,75
69,130,130,0.047,19,2510,Honey Badger Blonde,American Blonde Ale,16,American Blonde Ale,70,Appalachian Mountain Brewery,Boone,NC,Honey Badger Blonde (Appalachian Mountain Brewery),Red Shedman Farm Brewery and Hop...,Mt. Airy, MD,19
69,131,131,0.06,23,2509,Porter (a/k/a Black Gold Porter),American Porter,16,NA,70,Appalachian Mountain Brewery,Boone,NC,Porter (a/k/a Black Gold Porter) (Appalachian Mountain Brewery),Red Shedman Farm Brewery and Hop...,Mt. Airy, MD,23
70,272,272,0.055,45,2508,Jalapeno Pale Ale,American Pale Ale (APA),16,American Pale Ale (APA),71,Birdsong Brewing Company,Charlotte,NC,Jalapeno Pale Ale (Birdsong Brewing Company),Appalachian Mountain Brewery,Boone, NC,45
71,2272,2272,0.085,90,2507,Double Duckpin,American Double / Imperial IPA,12,American Double / Imperial IPA,72,Union Craft Brewing,Baltimore,MD,Double Duckpin (Union Craft Brewing),Birdsong Brewing Company,Charlotte, NC,90
71,2273,2273,0.042,10,2506,Old Pro,Gose,12,NA,72,Union Craft Brewing,Baltimore,MD,Old Pro (Union Craft Brewing),Birdsong Brewing Company,Charlotte, NC,10
71,2274,2274,0.055,NA,829,Duckpin Pale Ale,American Pale Ale (APA),12,American Pale Ale (APA),72,Union Craft Brewing,Baltimore,MD,Duckpin Pale Ale (Union Craft Brewing),Birdsong Brewing Company,Charlotte, NC,20
71,2275,2275,0.06,NA,582,Balt Altbier,Altbier,12,NA,72,Union Craft Brewing,Baltimore,MD,Balt Altbier (Union Craft Brewing),Birdsong Brewing Company,Charlotte, NC,43
72,153,153,0.052,NA,2495,Michelada,Fruit / Vegetable Beer,16,NA,73,Atwater Brewery,Detroit,MI,Michelada (Atwater Brewery),Union Craft Brewing,Baltimore, MD,15
72,154,154,0.045,8,534,Dirty Blonde Ale,American Blonde Ale,12,American Blonde Ale,73,Atwater Brewery,Detroit,MI,Dirty Blonde Ale (Atwater Brewery),Union Craft Brewing,Baltimore, MD,8
72,155,155,0.05,62,528,Grand Circus IPA,American IPA,12,American IPA,73,Atwater Brewery,Detroit,MI,Grand Circus IPA (Atwater Brewery),Union Craft Brewing,Baltimore, MD,62
72,156,156,0.05,12,527,Atwater's Lager,Munich Helles Lager,12,NA,73,Atwater Brewery,Detroit,MI,Atwater's Lager (Atwater Brewery),Union Craft Brewing,Baltimore, MD,12
72,152,152,0.055,12,2502,Vanilla Java Porter,American Porter,16,NA,73,Atwater Brewery,Detroit,MI,Vanilla Java Porter (Atwater Brewery),Union Craft Brewing,Baltimore, MD,12
72,151,151,0.075,115,2503,Hop A-Peel,American Double / Imperial IPA,16,American Double / Imperial IPA,73,Atwater Brewery,Detroit,MI,Hop A-Peel (Atwater Brewery),Union Craft Brewing,Baltimore, MD,115
73,91,91,0.057,NA,2501,Hopalicious,American Pale Ale (APA),12,American Pale Ale (APA),74,Ale Asylum,Madison,WI,Hopalicious (Ale Asylum),Atwater Brewery,Detroit, MI,36
74,2236,2236,0.063,69,2497,Wobble,American IPA,16,American IPA,75,Two Brothers Brewing Company,Warrenville,IL,Wobble (Two Brothers Brewing Company),Ale Asylum,Madison, WI,69
74,2237,2237,0.058,43,2246,Night Cat,American Dark Wheat Ale,12,NA,75,Two Brothers Brewing Company,Warrenville,IL,Night Cat (Two Brothers Brewing Company),Ale Asylum,Madison, WI,43
74,2238,2238,0.058,43,1630,Night Cat (2014),American Dark Wheat Ale,12,NA,75,Two Brothers Brewing Company,Warrenville,IL,Night Cat (2014) (Two Brothers Brewing Company),Ale Asylum,Madison, WI,43
74,2239,2239,0.051,17,1284,Dog Days Lager,Dortmunder / Export Lager,12,NA,75,Two Brothers Brewing Company,Warrenville,IL,Dog Days Lager (Two Brothers Brewing Company),Ale Asylum,Madison, WI,17
74,2240,2240,0.051,36,1121,Sidekick Extra Pale Ale,American Pale Ale (APA),12,American Pale Ale (APA),75,Two Brothers Brewing Company,Warrenville,IL,Sidekick Extra Pale Ale (Two Brothers Brewing Company),Ale Asylum,Madison, WI,36
74,2241,2241,0.077,23,1042,Atom Smasher,MÃ¤rzen / Oktoberfest,12,NA,75,Two Brothers Brewing Company,Warrenville,IL,Atom Smasher (Two Brothers Brewing Company),Ale Asylum,Madison, WI,23
74,2242,2242,0.045,NA,1041,Testudo,BiÃ¨re de Garde,12,NA,75,Two Brothers Brewing Company,Warrenville,IL,Testudo (Two Brothers Brewing Company),Ale Asylum,Madison, WI,35
74,2243,2243,0.065,NA,1040,Hobnob B & B Pale Ale,American Pale Ale (APA),12,American Pale Ale (APA),75,Two Brothers Brewing Company,Warrenville,IL,Hobnob B & B Pale Ale (Two Brothers Brewing Company),Ale Asylum,Madison, WI,66
74,2244,2244,0.07,68,861,Cane and Ebel,American Strong Ale,12,NA,75,Two Brothers Brewing Company,Warrenville,IL,Cane and Ebel (Two Brothers Brewing Company),Ale Asylum,Madison, WI,68
74,2245,2245,0.065,NA,642,Outlaw IPA (2015),American IPA,12,American IPA,75,Two Brothers Brewing Company,Warrenville,IL,Outlaw IPA (2015) (Two Brothers Brewing Company),Ale Asylum,Madison, WI,90
75,227,227,0.06,NA,2496,Cold Press,American Black Ale,12,NA,76,Bent Paddle Brewing Company,Duluth,MN,Cold Press (Bent Paddle Brewing Company),Two Brothers Brewing Company,Warrenville, IL,42
75,229,229,0.056,32,1902,14Â° ESB,Extra Special / Strong Bitter (ESB),12,NA,76,Bent Paddle Brewing Company,Duluth,MN,14Â° ESB (Bent Paddle Brewing Company),Two Brothers Brewing Company,Warrenville, IL,32
75,230,230,0.062,68,1901,Bent Hop Golden IPA,American IPA,12,American IPA,76,Bent Paddle Brewing Company,Duluth,MN,Bent Hop Golden IPA (Bent Paddle Brewing Company),Two Brothers Brewing Company,Warrenville, IL,68
75,231,231,0.06,34,1261,Bent Paddle Black Ale,American Black Ale,12,NA,76,Bent Paddle Brewing Company,Duluth,MN,Bent Paddle Black Ale (Bent Paddle Brewing Company),Two Brothers Brewing Company,Warrenville, IL,34
75,228,228,0.072,87,2410,Harness the Winter,American IPA,12,American IPA,76,Bent Paddle Brewing Company,Duluth,MN,Harness the Winter (Bent Paddle Brewing Company),Two Brothers Brewing Company,Warrenville, IL,87
75,232,232,0.05,38,1253,Venture Pils,German Pilsener,12,NA,76,Bent Paddle Brewing Company,Duluth,MN,Venture Pils (Bent Paddle Brewing Company),Two Brothers Brewing Company,Warrenville, IL,38
76,223,223,0.058,NA,1955,Best Brown,American Brown Ale,16,NA,77,Bell's Brewery,Kalamazoo,MI,Best Brown (Bell's Brewery),Bent Paddle Brewing Company,Duluth, MN,70
76,221,221,0.058,NA,1989,Oberon,American Pale Wheat Ale,16,American Pale Wheat Ale,77,Bell's Brewery,Kalamazoo,MI,Oberon (Bell's Brewery),Bent Paddle Brewing Company,Duluth, MN,70
76,222,222,0.07,NA,1988,Two Hearted,American IPA,16,American IPA,77,Bell's Brewery,Kalamazoo,MI,Two Hearted (Bell's Brewery),Bent Paddle Brewing Company,Duluth, MN,33
76,218,218,0.058,NA,2494,Oberon,American Pale Wheat Ale,12,American Pale Wheat Ale,77,Bell's Brewery,Kalamazoo,MI,Oberon (Bell's Brewery),Bent Paddle Brewing Company,Duluth, MN,60
76,219,219,0.06,NA,2325,Smitten,Rye Beer,16,NA,77,Bell's Brewery,Kalamazoo,MI,Smitten (Bell's Brewery),Bent Paddle Brewing Company,Duluth, MN,69
76,220,220,0.05,NA,2022,Winter White,Witbier,16,NA,77,Bell's Brewery,Kalamazoo,MI,Winter White (Bell's Brewery),Bent Paddle Brewing Company,Duluth, MN,7
77,316,316,NA,NA,2490,Professor Black,American Stout,12,NA,78,Blue Owl Brewing,Austin,TX,Professor Black (Blue Owl Brewing),Bell's Brewery,Kalamazoo, MI,18
77,317,317,NA,NA,2489,Little Boss,American Pale Wheat Ale,12,American Pale Wheat Ale,78,Blue Owl Brewing,Austin,TX,Little Boss (Blue Owl Brewing),Bell's Brewery,Kalamazoo, MI,85
77,318,318,NA,NA,2488,Van Dayum!,American Amber / Red Ale,12,American Amber / Red Ale,78,Blue Owl Brewing,Austin,TX,Van Dayum! (Blue Owl Brewing),Bell's Brewery,Kalamazoo, MI,42
77,319,319,NA,NA,2487,Spirit Animal,American Pale Ale (APA),12,American Pale Ale (APA),78,Blue Owl Brewing,Austin,TX,Spirit Animal (Blue Owl Brewing),Bell's Brewery,Kalamazoo, MI,98
78,1969,1969,0.047,35,2486,Baby Daddy Session IPA,American IPA,12,American IPA,79,Speakasy Ales & Lagers,San Francisco,CA,Baby Daddy Session IPA (Speakasy Ales & Lagers),Blue Owl Brewing,Austin, TX,35
79,286,286,0.046,20,2484,Bomber Mountain Amber Ale,American Amber / Red Ale,12,American Amber / Red Ale,80,Black Tooth Brewing Company,Sheridan,WY,Bomber Mountain Amber Ale (Black Tooth Brewing Company),Speakasy Ales & Lagers,San Francisco, CA,20
79,285,285,0.048,16,2485,Saddle Bronc Brown Ale,American Brown Ale,12,NA,80,Black Tooth Brewing Company,Sheridan,WY,Saddle Bronc Brown Ale (Black Tooth Brewing Company),Speakasy Ales & Lagers,San Francisco, CA,16
80,1075,1075,0.027,21,2482,Totally Radler,Radler,16,NA,81,Hopworks Urban Brewery,Portland,OR,Totally Radler (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,21
80,1076,1076,0.039,20,2400,Nonstop Hef Hop,American Pale Wheat Ale,16,American Pale Wheat Ale,81,Hopworks Urban Brewery,Portland,OR,Nonstop Hef Hop (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,20
80,1074,1074,0.068,NA,2483,Hard Cider,Cider,16,NA,81,Hopworks Urban Brewery,Portland,OR,Hard Cider (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,60
80,1083,1083,0.039,20,2393,Nonstop Hef Hop,American Pale Wheat Ale,16,American Pale Wheat Ale,81,Hopworks Urban Brewery,Portland,OR,Nonstop Hef Hop (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,20
80,1084,1084,0.039,20,2392,Nonstop Hef Hop,American Pale Wheat Ale,16,American Pale Wheat Ale,81,Hopworks Urban Brewery,Portland,OR,Nonstop Hef Hop (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,20
80,1085,1085,0.039,20,2391,Nonstop Hef Hop,American Pale Wheat Ale,16,American Pale Wheat Ale,81,Hopworks Urban Brewery,Portland,OR,Nonstop Hef Hop (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,20
80,1086,1086,0.039,20,2390,Nonstop Hef Hop,American Pale Wheat Ale,16,American Pale Wheat Ale,81,Hopworks Urban Brewery,Portland,OR,Nonstop Hef Hop (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,20
80,1087,1087,0.039,20,2389,Nonstop Hef Hop,American Pale Wheat Ale,16,American Pale Wheat Ale,81,Hopworks Urban Brewery,Portland,OR,Nonstop Hef Hop (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,20
80,1088,1088,0.058,60,2388,Rise Up Red,American Amber / Red Ale,16,American Amber / Red Ale,81,Hopworks Urban Brewery,Portland,OR,Rise Up Red (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,60
80,1089,1089,0.058,35,2200,Survival Stout,American Stout,16,NA,81,Hopworks Urban Brewery,Portland,OR,Survival Stout (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,35
80,1077,1077,0.039,20,2399,Nonstop Hef Hop,American Pale Wheat Ale,16,American Pale Wheat Ale,81,Hopworks Urban Brewery,Portland,OR,Nonstop Hef Hop (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,20
80,1078,1078,0.039,20,2398,Nonstop Hef Hop,American Pale Wheat Ale,16,American Pale Wheat Ale,81,Hopworks Urban Brewery,Portland,OR,Nonstop Hef Hop (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,20
80,1079,1079,0.039,20,2397,Nonstop Hef Hop,American Pale Wheat Ale,16,American Pale Wheat Ale,81,Hopworks Urban Brewery,Portland,OR,Nonstop Hef Hop (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,20
80,1080,1080,0.039,20,2396,Nonstop Hef Hop,American Pale Wheat Ale,16,American Pale Wheat Ale,81,Hopworks Urban Brewery,Portland,OR,Nonstop Hef Hop (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,20
80,1081,1081,0.039,20,2395,Nonstop Hef Hop,American Pale Wheat Ale,16,American Pale Wheat Ale,81,Hopworks Urban Brewery,Portland,OR,Nonstop Hef Hop (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,20
80,1082,1082,0.039,20,2394,Nonstop Hef Hop,American Pale Wheat Ale,16,American Pale Wheat Ale,81,Hopworks Urban Brewery,Portland,OR,Nonstop Hef Hop (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,20
80,1096,1096,0.066,75,653,Hopworks IPA (2012),American IPA,16,American IPA,81,Hopworks Urban Brewery,Portland,OR,Hopworks IPA (2012) (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,75
80,1091,1091,0.073,70,2193,Abominable Winter Ale,American Strong Ale,16,NA,81,Hopworks Urban Brewery,Portland,OR,Abominable Winter Ale (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,70
80,1092,1092,0.06,60,1398,Pigwar White India Pale Ale,American White IPA,16,NA,81,Hopworks Urban Brewery,Portland,OR,Pigwar White India Pale Ale (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,60
80,1093,1093,0.058,60,1085,Rise-Up Red (2014),American Amber / Red Ale,16,American Amber / Red Ale,81,Hopworks Urban Brewery,Portland,OR,Rise-Up Red (2014) (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,60
80,1090,1090,0.066,75,2199,Hopworks IPA,American IPA,16,American IPA,81,Hopworks Urban Brewery,Portland,OR,Hopworks IPA (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,75
80,1095,1095,0.051,32,658,HUB Lager,Czech Pilsener,16,NA,81,Hopworks Urban Brewery,Portland,OR,HUB Lager (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,32
80,1094,1094,0.073,70,916,Abominable Winter Ale (2012),American Strong Ale,16,NA,81,Hopworks Urban Brewery,Portland,OR,Abominable Winter Ale (2012) (Hopworks Urban Brewery),Black Tooth Brewing Company,Sheridan, WY,70
81,755,755,0.052,NA,2477,Lil' Brainless Raspberries,Fruit / Vegetable Beer,12,NA,82,Epic Brewing,Denver,CO,Lil' Brainless Raspberries (Epic Brewing),Hopworks Urban Brewery,Portland, OR,7
81,756,756,0.052,NA,2008,Element 29,American Pale Ale (APA),12,American Pale Ale (APA),82,Epic Brewing,Denver,CO,Element 29 (Epic Brewing),Hopworks Urban Brewery,Portland, OR,20
81,758,758,0.062,NA,2003,Escape to Colorado,American IPA,12,American IPA,82,Epic Brewing,Denver,CO,Escape to Colorado (Epic Brewing),Hopworks Urban Brewery,Portland, OR,55
81,757,757,0.05,NA,2004,Hop Syndrome,American Pale Lager,12,NA,82,Epic Brewing,Denver,CO,Hop Syndrome (Epic Brewing),Hopworks Urban Brewery,Portland, OR,22
82,1449,1449,0.055,NA,1737,California Route,American Amber / Red Lager,12,NA,83,New Belgium Brewing Company,Fort Collins,CO,California Route (New Belgium Brewing Company),Epic Brewing,Denver, CO,65
82,1447,1447,0.056,21,1978,1554 Black Lager,Euro Dark Lager,12,NA,83,New Belgium Brewing Company,Fort Collins,CO,1554 Black Lager (New Belgium Brewing Company),Epic Brewing,Denver, CO,21
82,1448,1448,0.048,NA,1975,Blue Paddle,Czech Pilsener,12,NA,83,New Belgium Brewing Company,Fort Collins,CO,Blue Paddle (New Belgium Brewing Company),Epic Brewing,Denver, CO,10
82,1453,1453,0.05,29,952,Shift (1),American Pale Lager,12,NA,83,New Belgium Brewing Company,Fort Collins,CO,Shift (1) (New Belgium Brewing Company),Epic Brewing,Denver, CO,29
82,1450,1450,0.052,NA,1707,Snapshot,American Pale Wheat Ale,16,American Pale Wheat Ale,83,New Belgium Brewing Company,Fort Collins,CO,Snapshot (New Belgium Brewing Company),Epic Brewing,Denver, CO,20
82,1451,1451,0.048,NA,1690,Sunshine Wheat Beer,American Pale Wheat Ale,12,American Pale Wheat Ale,83,New Belgium Brewing Company,Fort Collins,CO,Sunshine Wheat Beer (New Belgium Brewing Company),Epic Brewing,Denver, CO,20
82,1452,1452,0.052,18,1586,Fat Tire Amber Ale,American Amber / Red Ale,12,American Amber / Red Ale,83,New Belgium Brewing Company,Fort Collins,CO,Fat Tire Amber Ale (New Belgium Brewing Company),Epic Brewing,Denver, CO,18
82,1444,1444,0.045,40,2475,Slow Ride,American IPA,12,American IPA,83,New Belgium Brewing Company,Fort Collins,CO,Slow Ride (New Belgium Brewing Company),Epic Brewing,Denver, CO,40
82,1445,1445,0.065,70,2230,Ranger IPA,American IPA,12,American IPA,83,New Belgium Brewing Company,Fort Collins,CO,Ranger IPA (New Belgium Brewing Company),Epic Brewing,Denver, CO,70
82,1446,1446,0.05,29,1987,Shift,American Pale Lager,12,NA,83,New Belgium Brewing Company,Fort Collins,CO,Shift (New Belgium Brewing Company),Epic Brewing,Denver, CO,29
82,1460,1460,0.052,18,71,Fat Tire Amber Ale (2008),American Amber / Red Ale,12,American Amber / Red Ale,83,New Belgium Brewing Company,Fort Collins,CO,Fat Tire Amber Ale (2008) (New Belgium Brewing Company),Epic Brewing,Denver, CO,18
82,1455,1455,0.05,29,578,Shift,American Pale Lager,16,NA,83,New Belgium Brewing Company,Fort Collins,CO,Shift (New Belgium Brewing Company),Epic Brewing,Denver, CO,29
82,1456,1456,0.065,70,564,Ranger IPA,American IPA,16,American IPA,83,New Belgium Brewing Company,Fort Collins,CO,Ranger IPA (New Belgium Brewing Company),Epic Brewing,Denver, CO,70
82,1457,1457,0.052,18,563,Fat Tire Amber Ale,American Amber / Red Ale,16,American Amber / Red Ale,83,New Belgium Brewing Company,Fort Collins,CO,Fat Tire Amber Ale (New Belgium Brewing Company),Epic Brewing,Denver, CO,18
82,1454,1454,0.052,18,748,Fat Tire Amber Ale (2011),American Amber / Red Ale,12,American Amber / Red Ale,83,New Belgium Brewing Company,Fort Collins,CO,Fat Tire Amber Ale (2011) (New Belgium Brewing Company),Epic Brewing,Denver, CO,18
82,1459,1459,0.048,NA,72,Sunshine Wheat Beer (2009),American Pale Wheat Ale,12,American Pale Wheat Ale,83,New Belgium Brewing Company,Fort Collins,CO,Sunshine Wheat Beer (2009) (New Belgium Brewing Company),Epic Brewing,Denver, CO,18
82,1458,1458,0.065,70,115,Ranger IPA (Current),American IPA,12,American IPA,83,New Belgium Brewing Company,Fort Collins,CO,Ranger IPA (Current) (New Belgium Brewing Company),Epic Brewing,Denver, CO,70
83,1845,1845,0.052,NA,2474,Nooner,German Pilsener,12,NA,84,Sierra Nevada Brewing Company,Chico,CA,Nooner (Sierra Nevada Brewing Company),New Belgium Brewing Company,Fort Collins, CO,20
83,1846,1846,0.072,65,2239,Torpedo,American IPA,12,American IPA,84,Sierra Nevada Brewing Company,Chico,CA,Torpedo (Sierra Nevada Brewing Company),New Belgium Brewing Company,Fort Collins, CO,65
83,1847,1847,0.06,NA,1919,Yonder Bock,Maibock / Helles Bock,12,NA,84,Sierra Nevada Brewing Company,Chico,CA,Yonder Bock (Sierra Nevada Brewing Company),New Belgium Brewing Company,Fort Collins, CO,55
83,1848,1848,0.06,NA,1918,CANfusion Rye Bock,Rye Beer,12,NA,84,Sierra Nevada Brewing Company,Chico,CA,CANfusion Rye Bock (Sierra Nevada Brewing Company),New Belgium Brewing Company,Fort Collins, CO,55
83,1849,1849,0.056,37,1905,Sierra Nevada Pale Ale,American Pale Ale (APA),16,American Pale Ale (APA),84,Sierra Nevada Brewing Company,Chico,CA,Sierra Nevada Pale Ale (Sierra Nevada Brewing Company),New Belgium Brewing Company,Fort Collins, CO,37
83,1850,1850,0.048,26,1338,Old Chico Crystal Wheat,American Pale Wheat Ale,12,American Pale Wheat Ale,84,Sierra Nevada Brewing Company,Chico,CA,Old Chico Crystal Wheat (Sierra Nevada Brewing Company),New Belgium Brewing Company,Fort Collins, CO,26
83,1851,1851,0.05,28,1295,Summerfest,Czech Pilsener,12,NA,84,Sierra Nevada Brewing Company,Chico,CA,Summerfest (Sierra Nevada Brewing Company),New Belgium Brewing Company,Fort Collins, CO,28
83,1852,1852,0.072,65,426,Torpedo,American IPA,16,American IPA,84,Sierra Nevada Brewing Company,Chico,CA,Torpedo (Sierra Nevada Brewing Company),New Belgium Brewing Company,Fort Collins, CO,65
83,1853,1853,0.056,37,400,Sierra Nevada Pale Ale,American Pale Ale (APA),12,American Pale Ale (APA),84,Sierra Nevada Brewing Company,Chico,CA,Sierra Nevada Pale Ale (Sierra Nevada Brewing Company),New Belgium Brewing Company,Fort Collins, CO,37
84,1170,1170,NA,NA,364,Olde Ore Dock Scottish Ale,Scottish Ale,12,NA,85,Keweenaw Brewing Company,Houghton,MI,Olde Ore Dock Scottish Ale (Keweenaw Brewing Company),Sierra Nevada Brewing Company,Chico, CA,12
84,1171,1171,NA,NA,60,Widow Maker Black Ale,American Brown Ale,12,NA,85,Keweenaw Brewing Company,Houghton,MI,Widow Maker Black Ale (Keweenaw Brewing Company),Sierra Nevada Brewing Company,Chico, CA,12
84,1168,1168,NA,NA,2472,U. P. Witbier,Witbier,12,NA,85,Keweenaw Brewing Company,Houghton,MI,U. P. Witbier (Keweenaw Brewing Company),Sierra Nevada Brewing Company,Chico, CA,37
84,1169,1169,NA,NA,779,November Gale Pale Ale,American Pale Ale (APA),12,American Pale Ale (APA),85,Keweenaw Brewing Company,Houghton,MI,November Gale Pale Ale (Keweenaw Brewing Company),Sierra Nevada Brewing Company,Chico, CA,55
84,1172,1172,NA,NA,59,Lift Bridge Brown Ale,American Brown Ale,12,NA,85,Keweenaw Brewing Company,Houghton,MI,Lift Bridge Brown Ale (Keweenaw Brewing Company),Sierra Nevada Brewing Company,Chico, CA,40
84,1173,1173,NA,NA,58,Pick Axe Blonde Ale,American Blonde Ale,12,American Blonde Ale,85,Keweenaw Brewing Company,Houghton,MI,Pick Axe Blonde Ale (Keweenaw Brewing Company),Sierra Nevada Brewing Company,Chico, CA,40
84,1174,1174,NA,NA,57,Red Jacket Amber Ale,American Amber / Red Ale,12,American Amber / Red Ale,85,Keweenaw Brewing Company,Houghton,MI,Red Jacket Amber Ale (Keweenaw Brewing Company),Sierra Nevada Brewing Company,Chico, CA,20
85,388,388,0.053,NA,2468,Manitou Amber,American Amber / Red Ale,16,American Amber / Red Ale,86,Brewery Terra Firma,Traverse City,MI,Manitou Amber (Brewery Terra Firma),Keweenaw Brewing Company,Houghton, MI,40
86,984,984,0.085,69,2044,Captain's Daughter,American Double / Imperial IPA,12,American Double / Imperial IPA,87,Grey Sail Brewing Company,Westerly,RI,Captain's Daughter (Grey Sail Brewing Company),Brewery Terra Firma,Traverse City, MI,69
86,983,983,0.058,NA,2461,Autumn Winds Fest Beer,MÃ¤rzen / Oktoberfest,16,NA,87,Grey Sail Brewing Company,Westerly,RI,Autumn Winds Fest Beer (Grey Sail Brewing Company),Brewery Terra Firma,Traverse City, MI,50
87,1180,1180,0.063,65,2460,India Pale Ale,American IPA,16,American IPA,88,Kirkwood Station Brewing Company,Kirkwood,MO,India Pale Ale (Kirkwood Station Brewing Company),Grey Sail Brewing Company,Westerly, RI,65
87,1181,1181,0.048,11,2459,Blackberry Wheat,American Pale Wheat Ale,16,American Pale Wheat Ale,88,Kirkwood Station Brewing Company,Kirkwood,MO,Blackberry Wheat (Kirkwood Station Brewing Company),Grey Sail Brewing Company,Westerly, RI,11
88,917,917,0.054,30,2202,312 Urban Pale Ale,American Pale Ale (APA),12,American Pale Ale (APA),89,Goose Island Brewing Company,Chicago,IL,312 Urban Pale Ale (Goose Island Brewing Company),Kirkwood Station Brewing Company,Kirkwood, MO,30
88,918,918,0.042,18,2201,312 Urban Wheat Ale,American Pale Wheat Ale,16,American Pale Wheat Ale,89,Goose Island Brewing Company,Chicago,IL,312 Urban Wheat Ale (Goose Island Brewing Company),Kirkwood Station Brewing Company,Kirkwood, MO,18
88,919,919,0.042,18,1829,312 Urban Wheat Ale,American Pale Wheat Ale,12,American Pale Wheat Ale,89,Goose Island Brewing Company,Chicago,IL,312 Urban Wheat Ale (Goose Island Brewing Company),Kirkwood Station Brewing Company,Kirkwood, MO,18
